general_plant_id,watering,watering_general_benchmark,sunlight,soil,drought_tolerant,salt_tolerant,pruning_month,pruning_count,pest_susceptibility,flowers_detail,harvest_season,growth_rate,maintenance,care_level,watering_guide,sunlight_guide,pruning_guide
1023,Average,"At least once ""7-10"" days","[""part shade""]",[],True,False,"[""May"", ""June"", ""July""]",,[],,,Low,Low,Medium,"Watering is an important part of keeping Sprenger's asparagus fern (Asparagus densiflorus) healthy. The best way to keep the soil consistently moist is to water the soil once a week, taking care to evenly moisten the soil to a depth of 8-10 cm (3-4 inches). Additionally, watch for signs of dryness in the top couple of centimeters of soil and water accordingly. During periods of intense summer heat, an extra watering may be necessary. It is also important to never allow the soil to dry out completely at any time. ","Sprenger's asparagus fern (Asparagus densiflorus) prefers bright indirect sunlight. Direct sunlight will cause the foliage to bleach and burn, so placing the plant in a location where it gets 4 to 5 hours of sunlight a day is ideal. It is important to note that the sunlight should indirectly reach the plant; in other words, placing it near a window that has a sheer curtain that will defuse the sunlight or a window that gets morning sun but has shade during the afternoon is optimal for this species.","Pruning for Sprenger's asparagus fern (Asparagus densiflorus) should be done in late spring or early summer. Prune sparingly, removing only dead foliage and stems. Cut stems back to their base and remove any dead leaves, but leave the healthy stems and foliage intact. Prune oddly-shaped, spindly or dead stems and cut them off flush with the soil. Prune to remove any brown, mushy, or discolored leaves and stems. Prune during the warmer months of the year to encourage fresh, healthy growth."
1024,Average,,"[""part shade""]","[""Acidic"", "" Alkaline""]",False,True,"[""December"", ""January"", ""May""]",,"[""Aphids"", ""adelgids""]",,Summer,High,Low,Moderate,"For optimum health of the asparagus fern (Asparagus densiflorus 'Myersii'), it is important to water them regularly. During the summer months, you should water the plant once per week. However, during the cooler winter months, you should water the plant less frequently, once every 2 weeks at most. Make sure to check the soil weekly, especially during summer. If the top inch of the soil is dry, then additional water should be provided. Be careful not to overwater, as this can lead to root rot.","Asparagus ferns prefer bright, indirect sunlight but will also tolerate a small amount of direct sunlight. Place them in a spot that gets at least 4 hours of bright light each day. When exposed to direct sunlight for too long, the delicate fronds may burn so you will have to keep an eye on it to see what works best for your particular plant. When growing indoors, near a south, east, or west-facing window works well. ","Pruning for asparagus fern should be done once a year in late fall or early winter, after the plants have gone dormant. Depending on the size and shape of the fern, more frequent pruning may be necessary. Generally, for small ferns, up to 1-third of the fronds should be removed to encourage new growth. When pruning larger plants, remove any dead or yellowing fronds, and trim away any longer fronds or stems to keep the plant compact. "
1025,Minimum,,"[""part shade""]",[],False,False,"[""March"", ""April"", ""May"", ""June"", ""July"", ""August""]",,"[""Aphids"", ""adelgids"", "" Mites""]",,,High,Low,Medium,Asparagus Ferns (Asparagus densiflorus 'Sprengeri') should be watered generously but not often. The best way to water your asparagus fern is by soaking the soil completely and then allowing the soil to dry slightly before watering again. You can expect to water your asparagus fern about once every 2 weeks in the summer and every 3 to 4 weeks in the winter. It is important to never let this plant sit in standing water or overly wet soil.,"Asparagus Ferns (Asparagus densiflorus 'Sprengeri') require bright, indirect light, which means keeping them in front of a south-facing window. They should get 6 to 8 hours of sunlight each day. ","Pruning for an asparagus fern (Asparagus densiflorus 'Sprengeri') should be done twice a year to keep the plant looking tidy. In spring, prune any stems that are showing signs of age or damage. Cut these stems at their base, removing any brown or dried foliage. In summer, take off any long stems to retain the fluffy shape of the fern. Be sure to sterilize both tools before and after use to prevent cross contamination of pests or diseases."
1026,Average,"At least once ""3-4"" days","[""Full sun""]",[],False,True,"[""March"", ""April"", ""May""]",,"[""Pest resistant"", "" Disease resistant"", "" Rabbit resistant"", "" Drought resistant""]",,Spring,High,Low,Medium,"Asparagus plants need to be watered about an inch (2.5 cm) per week and more during dry periods. Too much or too little water can cause problems, so water deeply and less often; this encourages the roots to grow deep and increases drought tolerance. Water when the soil surface is dry and water until it begins to drip from the bottom of the pot. It is best to water in the morning so that the leaves have time to dry before nightfall.","Asparagus (Asparagus officinalis) needs full sun exposure to grow and develop properly. The best time to provide the most sunlight is during the spring and summer, when the days are longer and the sun is more intense. It should be given at least 6 to 8 hours of direct sunlight each day. If the plant is not receiving enough light, it may become weak and leggy and experience reduced yields of edible shoots.","For asparagus, pruning should take place once each year within the first few days of spring. Pruning should remove any dead, damaged, or diseased foliage as well as branches or shoots that appear to be struggling. Additionally, any foliage that is overcrowded should be pruned back lightly to allow for good air circulation throughout the plant. After pruning, any excess foliage removed should be disposed of in a compost bin or given to livestock."
1027,Average,"At least once ""7-10"" days","[""Full sun""]",[],False,True,[],,[],,,High,Low,Medium,"Asparagus (Asparagus officinalis 'Jersey Knight') should be watered deeply once a week during spring and summer months when temperatures are warmer. In the cooler months of autumn and winter, once every 2 weeks should be sufficient. The soil should be kept evenly moist but not soggy, as over-watering can cause root rot. It is important to avoid wetting the stems and foliage when watering. It is best to use a soaker hose or drip irrigation system to slowly seep water in the ground directly to the plants' root zone.","Asparagus officinalis 'Jersey Knight' does best when planted in a location with plenty of full sun. This plant prefers at least 6 to 8 hours of direct sunlight each day, ideally in the morning with some afternoon shade. For optimal growth, providing some afternoon shade can be beneficial. This plant also prefers well-drained, slightly acidic soil. It can tolerate drought, but will thrive in moist, fertile soils.","Asparagus officinalis 'Jersey Knight' should be pruned once a year after the harvest season. Pruning should be done lightly to remove any dead foliage, and also to prevent any overcrowding. When pruning, only remove about a third of the spears from the base of the plant. After the spears have been harvested, use a pair of sharp pruners to remove any spears growing more than 4 inches away from the main plant. This will help to promote air flow throughout the plant, enabling it to receive more sunlight, moisture, and nutrients. Pruning can also help to prevent diseases and pests from taking hold in the plant."
1028,Average,"At least once ""3-4"" days","[""Full sun""]",[],False,True,"[""February"", ""March"", ""April"", ""March"", ""April"", ""May""]",,[],,,Low,Low,,"Asparagus (Asparagus officinalis 'Mary Washington') should be watered once per week in the summer and every 2 weeks in the fall and winter. When watering, be sure to keep the soil moist but not saturated. If appropriate drainage systems are in place, water until it seeps out the bottom of the planter or directly onto the area where the plant is planted. During the summer, additional water may be necessary during hot spells or periods of prolonged dryness. If the soil feels dry, it's time for a good deep watering. Water in the morning or early afternoon to give the plants a chance to drink up and dry off before nightfall, helping decrease the risk of fungus and disease.","Asparagus 'Mary Washington' requires 6 to 8 hours of direct sunlight each day but can tolerate some shade during part of the day. Plant it in a sunny spot that gets morning sun -- this is the best type of light for the healthiest growth. Avoid planting in an area that gets only afternoon sun, as this could cause the spears to become spindly and weak, and the plant may not thrive. The plant should be kept in full sun for the majority of the day.","Pruning should be done on an as-needed basis for Asparagus officinalis 'Mary Washington'. In most cases, it can be pruned in late winter or early spring when the plant is dormant and before new growth begins in the spring. The main objective when pruning Asparagus officinalis 'Mary Washington' is to remove dead and damaged foliage, as well as any overcrowded stems or offsets. Care should be taken to only remove the amount of foliage necessary. Pruning should not exceed 1-third of the total foliage. Remember to clean and sanitize pruning shears after cutting back foliage to avoid spreading disease."
1029,Average,"At least once ""3-4"" days","[""Full sun""]",[],False,True,"[""March"", ""April"", ""May"", ""March"", ""April"", ""May"", ""June"", ""July"", ""August"", ""September""]",,[],,,Low,Low,Medium,"Ideally, Asparagus officinalis 'Purple Passion' should be watered with 1-2 inches (2.5-5 cm) of water per week. Make sure to water the soil deeply and evenly so that the roots can receive a good soak. Water in the morning, avoiding wetting the leaves and make sure the soil is not allowed to become soggy. Allow the soil to dry out between watering as excess moisture can cause root rot or fungus growth. In hotter months, water more frequently to make sure the soil stays moist.","Asparagus officinalis 'Purple Passion' is a light-loving plant species that is best suited to receiving full sun throughout the day. For optimal growth, this species should receive at least 6-8 hours of direct sunlight each day. During summer months, providing all-day sunlight is beneficial for the plant, while during cooler or shorter seasonal days, it should be given supplemental light in order to achieve optimal growth. Additionally, it is important to take into account the location of the garden bed when designating sun exposure, as temperature and humidity can affect the delivery of sunlight.","For optimal health and growth, Asparagus officinalis 'Purple Passion' should be pruned regardless of the season. Pruning should focus on removing dead, yellow, or dry foliage to improve the overall appearance of the asparagus. Deadheading also encourages new growth. But excessive pruning should be avoided, as this can harm the plant’s health.

Regular pruning should begin in early spring by removing any damaged foliage to promote air circulation and sunlight penetration. Additionally, any straggly or weak stems should be removed.

In late spring, after harvesting season is over, at least 1/3 of the stems of the asparagus plant should be cut back to the lowest healthy bud. This encourages new stems to thrive as well as promotes better airflow in the center of the plant.

Dead foliage can be pruned as it appears during the growing season. It should be cut to the ground whenever possible.

Finally, once the asparagus has died back for the season, the plant should be cut to the ground. This will help control the spread of disease and improve the health of the plant."
1030,Average,"At least once ""3-4"" days","[""Full sun"", ""part shade""]",[],False,True,"[""March"", ""April"", ""August"", ""March"", ""April"", ""August""]",,"[""Pest resistant"", "" Disease resistant"", "" Drought resistant""]",,Summer,Moderate,Low,,"Ming ferns should be watered regularly to keep its soil moist. An ideal watering schedule would be to water it every 4-7 days. When watering, it is important to make sure the fern is adequately hydrated but not overwatered. The best way to check is by inserting your finger 2-3 inches into the soil; if it feels dry, it's time to water. When it comes to the amount of water, it is best to give the fern a deep and thorough watering that soaks the entire root system. This allows the Ming fern to absorb the water it needs.","Ming ferns (Asparagus retrofractus) require 6-8 hours of direct sunlight per day in order to thrive. Generally, partial shade is more desirable than full sun, especially during the hottest part of the day. It is important to place the plant in a spot that receives enough sunlight without baking the foliage in midday sun. For best results, morning sun is preferred as this gives the plant time to absorb the suns’ energy and store it for the day ahead. During the warmer months, try to keep the plant out of the sun between the hours of 12 pm and 4 pm to avoid leaf burning. In the winter, the plant can tolerate a few hours of mid-day sun.","Ming ferns should be pruned twice a year, once in early spring and again in late summer. In early spring, prune off any dead, damaged, or weak looking stems and leaves at the node. Prune sparingly and avoid removing more than a third of the fern’s foliage. In late summer, cut back the canes to maintain a neat and controlled shape. Be careful not to remove too much foliage or you could damage the plant."
1031,Frequent,"At least once ""7-10"" days","[""part shade""]","[""Acidic"", "" Alkaline""]",True,False,"[""March"", ""April"", ""May"", ""June"", ""July"", ""August""]",,"[""Pest resistant"", "" Disease resistant""]",,Spring,Low,Low,Medium,"Water the asparagus fern lightly 1-2 times a week in summer and once every 2-3 weeks in winter. In general, let the soil dry out almost completely between waterings. Do not let it sit with overly wet soil, as this will cause root rot. If possible, let the plant dry out between waterings and water when the top inch or 2 of the soil feels dry to the touch. During the winter months, watering should be reduced and tailor to the environment that the plant is in (i.e cooler areas may need to be watered less).","Asparagus ferns require at least 4-6 hours of sunlight per day to stay healthy and develop properly. In the summer, it is ideal to keep the asparagus fern in direct sunlight for the whole day because the plant loves the warmth. However, in the winter months when there is less intensity in the sun's rays, it is better to provide the fern with less direct sunlight, preferably 4-5 hours in the morning or afternoon. Similarly, if the asparagus fern is placed in an area that receives intense sunlight throughout the day, ensure at least 4-5 hours of shade in the mid-afternoon to avoid sunburns and damage to the leaves.","For optimal asparagus fern growth, it is best to prune the plant throughout the year when necessary. Asparagus ferns tend to become leggy over time, so in order to maintain the desired shape and prevent the spread of the plant, pruning should occur during the spring and summer months, typically when the fronds reach 6-10 inches in length. This allows for the new fronds to take the place of the pruned stalks, and encourages denser, more compact growth in the plant overall. "
1032,Minimum,"At least once ""2-3"" days","[""Full sun""]",[],True,True,"[""March"", ""April"", ""May"", ""March"", ""April"", ""February"", ""April""]",,[],,,Low,Low,Medium,"Water woodruff regularly, but sparingly. About once a week, water until the top few inches of soil are moist. Do not water so much that water runs off the surface or accumulates in the saucer underneath the pot. Allow the soil to dry slightly between waterings. Do not let woodruff dry out completely. If new growth appears but the soil is dry, water deeply. Woodruff prefers cooler temperatures, and may need less water during the hottest days of summer. Avoid overwatering, as woodruff is susceptible to root rot.","Woodruff (Asperula gussonii) does best in an environment with medium amounts of bright sunlight. The ideal amount for this plant species is anywhere between 4-6 hours of direct sunlight each day. The amount of sunlight should be gradual, as sudden changes can cause stress for the plant. Having a sunny location that softens to an area with indirect sunlight during the very hottest parts of the day is ideal for woodruff. Too much direct sunlight can burn the foliage, while too little will not provide the required light for strong, healthy growth.","Woodruff (Asperula gussonii) is a low-growing, spreading groundcover that produces a mass of finely-divided green foliage and blooms in spring with small, white flowers. Because of its growth habit, pruning should be done on an as-needed basis.

Pruning is typically done in the early spring before new growth begins. For woodruff, this is usually between February and April. Prune away dead or diseased branches and any overly leggy stems. It’s also helpful to trim out overcrowded stems to encourage new foliage and blooms. When cutting back woodruff, prune stems back to a few inches in length and remove only a third of the plant’s volume at a time."
1033,Average,"At least once ""3-4"" days","[""Full sun""]",[],False,True,"[""March"", ""April""]",,[],,,Low,Low,Medium,"Water woodruff (Asperula tinctoria) regularly to keep the soil lightly moist, but not wet. Water approximately once a week or when the top 1-2 inches of soil is dry. Avoid over-watering as this can lead to root rot and other problems. Woodruff prefers full sun to partial shade and will perform best in moist, well-draining soil.","Woodruff (Asperula tinctoria) prefers bright indirect sunlight most of the day, as it will help the plant produce vibrant foliage. Depending on location, it can also generally tolerate full sun, though direct sunlight should be avoided due to its susceptibility to sunburn and leaf scorch.

When planting outdoors, at least 6 hours of daily sunlight should be available. When kept indoors, it should receive indirect natural sunlight, should be placed near a bright south- or east-facing window and be rotated occasionally for even exposure. It can also be supplemented with artificial fluorescent, incandescent or LED light to prevent spindly, leggy growth.","Pruning woodruff (Asperula tinctoria) is an important task for the health of the plant. The best time to prune woodruff plants is early spring, before new growth has begun. Pruning should be done every 2 to 3 years, and should occur just after flowering. Pruning should involve removing dead, diseased or damaged stems and the removal of any non-flowering stems. Cutting back the plant to a height of 5 to 10 centimeters can help to promote new growth and flowering."
1034,Average,"At least once ""7-10"" days","[""Full sun""]",[],False,True,"[""May""]",,[],,,Low,Low,Medium,"King's spear plants should be well watered, but allowed to go slightly dry between waterings. During the warmer months when the plant is actively growing, water regularly, providing enough to keep the soil consistently moist but not soggy. During the cooler months, water less frequently, allowing the soil to dry out more between waterings, but make sure to give the plant enough water when you water to ensure the soil doesn't dry out completely. The frequency of watering can vary depending on the season and the soil type, but a general rule is to water once a week in the summer and every 2 weeks in the winter.","King's spear plants prefer full sun and should be placed in areas that get at least 6 hours of direct sunlight per day. In ideal conditions, they can perform well in up to 8 hours of direct sunlight. If planted in partial shade, the plant may become spindly and produce fewer flowers. It is best to situate your plants in a sunny spot that is not too hot or too dry during the summer months.","When pruning king's spear, it is best to do so in the late spring after the plant has finished flowering. Prune off any old flower stalks as they begin to die back and remove any weaker stems and overcrowded sections. Trim back any straggly branches to promote new growth. Aim to cut back at least a third of the plant each year. Removing a few outer branches is enough each time."
1035,Average,"At least once ""7-10"" days","[""Full sun"", ""part shade""]",[],True,True,"[""March"", ""April"", ""May"", ""May"", ""March"", ""April"", ""May"", ""June"", ""July""]",,[],,,Low,Moderate,,"White-flowered asphodel requires very regular watering to thrive. It should be watered 1-2 times per week, depending on the season and the plant's need. In spring and summer, water as needed so that the soil stays moist but not wet. In fall and winter, reduce watering so that the soil is only slightly damp. The best way to determine when the white-flowered asphodel needs watering is to check the soil. If the top 1 inch of soil is dry, it’s time to water.","White-flowered asphodels should be grown in full sunlight and should receive 6-8 hours of sunshine each day. Planting them in a spot in the garden that receives morning sun and partial shade in the afternoon will help the plant thrive and ensure that the delicate white flowers can survive spring and summer weather conditions. Asphodels prefer moderately fertile soils that are lightly moist but well-drained. If planting in containers, make sure to use free-draining potting soil to ensure optimal growth.","White-flowered asphodel (Asphodelus albus) should be pruned twice a year; once in the fall and once in the spring. Cutting back the plant in the fall may reduce the number of seed pods that form, which can become invasive. In the spring, remove any stems that have been damaged or show signs of disease or rot. For general maintenance, prune the plant to its desired size and shape after flowering. This pruning will promote bushy, healthy growth and stimulate the next season’s bloom. A light pruning after flowering in the early summer can also encourage a second flush of blossoms later on. Be sure to use sharp clippers or scissors and sterilize the blades between cuts to prevent the spread of disease."
1036,Average,"At least once ""7-10"" days","[""part shade"", ""full shade""]",[],True,False,"[""March"", ""April"", ""May"", ""June"", ""July"", ""August"", ""September"", ""February"", ""March"", ""April"", ""January"", ""February""]",,[],,,Low,Low,Low,"Water this plant when the top inch of soil is dry. During the growing season from spring to fall, it is important to keep the soil moist but not soggy. Water thoroughly but allow the soil to dry before re-watering. During the winter months, it is best to reduce watering to keep the soil just barely moist. As a general rule, Cast-iron plants require an average of 1 heavy watering per week in the growing season, and 2 light waterings per month in the winter.","The cast-iron plant (Aspidistra elatior) requires low to moderate amounts of sunlight. In general, the plant should receive indirect, filtered sunlight for only a few hours per day. Too much direct sunlight may cause the leaves to burn. Aim for around 2-4 hours of indirect sunlight per day, making sure to provide enough shade from nearby trees or north-facing windows, to assure the plant does not get scorched. In lower light areas, the cast-iron plant may become spindly, so watch for signs of this if your plant is not receiving enough sunlight.","Pruning cast-iron plants is relatively easy and infrequent. Pruning should be done after the active growing season, usually in late winter or early spring (January/February). Prune off dead or damaged leaves, and trim exceptional tall/streaky leaves. Take care not to prune too much, as the plant is a slow grower. Additionally, you can trim off the flower stalks if they appear. Doing so can increase the amount of leaves and the overall health of the plant."
1037,Average,"At least once ""2-3"" days","[""Part shade"", ""full shade""]",[],True,True,"[""February"", ""March"", ""April"", ""March"", ""April""]",,[],,,Low,Moderate,Medium,"Walking spleenwort should be watered regularly in well-draining soil with indirect sunlight. It should be watered once a week, approximately a cup of water per plant. In warm, dry weather, it may need to be watered twice a week. Avoid drowning the plants in water by ensuring the soil is completely dry between waterings. Walking spleenwort should not be allowed to sit in water and puddles should be avoided in order to prevent root rot. While walking spleenwort is a hardy plant, it benefits from being misted or watered from the top 2 or 3 times per week to increase humidity.","Walking spleenwort (Asplenium ebenoides) prefers partial shade or filtered sunlight with some direct sun each day. It does best with 3 to 4 hours of direct sun in the morning and 4 to 5 hours of direct sun in the afternoon, with a few hours of shade in the middle of the day. With too much sun exposure, its delicate, frond-like leaves may become scorched and discolored. It is best to place the plant in a protected location or choose a spot where the sun will be dappled or partially shaded with other trees or buildings.","The walking spleenwort is best pruned in late winter or early spring (March or April). Pruning should be done sparingly, as this plant does not require a lot of amount of pruning to be healthy. Prune back any dead or decaying leaves, stems, and fronds to encourage new growth. Cut the stems back by about 1-third the size of the existing stem. Remove any damaged or withered leaves, but do not prune too much of the healthy growth."
1038,Average,"At least once ""2-3"" days","[""full sun"", ""part shade"", ""full shade""]",[],False,False,"[""March"", ""April"", ""May"", ""March"", ""April"", ""May""]",,[],,,Low,,,"Watering frequency can vary with the season, with more frequent watering being required during the summer months and less frequent during the winter. Generally the Bird's Nest Fern should be watered when the soil is slightly dry to the touch and the fronds are limp. During the summer water the plant thoroughly once a week, allowing the water to pass through the potting mixture and drainage holes – this will help prevent the soil from becoming sodden and waterlogged. However during the cooler winter months water should be reduced to every 10 – 14 days, making sure the soil has dried out before the next watering. ","Bird's Nest Ferns, like most houseplants, need bright, indirect sunlight to thrive. Aim for 4-6 hours of bright, indirect light per day, preferably in the morning or late afternoon hours. Depending on the season, direct sunlight and direct light from south-facing windows may be strong enough to burn the leaves, so filter them through an opaque curtain or sheer blinds. During the winter months, especially in northern climates, some additional light supplementation with artificial sources may be necessary.","Pruning Bird's Nest Ferns (Asplenium nidus 'Antiquum') is best done twice a year, in the spring and fall. During the spring pruning, remove any dead or discolored leaves. This will help keep the plant looking attractive and will allow more light to reach the center of the plant. Fall pruning should focus on removing older, tougher leaves from the center of the plant as these will block out light and restrict growth. Pruning should be kept to a minimum, as the plant grows slowly and does not tolerate drastic pruning."
1039,Minimum,"At least once ""2-3"" days","[""Partial Shade"", "" Shade""]","[""Sand"", "" Loam""]",False,True,"[""March"", ""April"", ""May"", ""March"", ""April"", ""May""]",,[],,Fall,Low,Moderate,Medium,"Ebony spleenwort thrives in moist, shady environments and, as such, does not require frequent watering. The soil should be allowed to dry out between watering to avoid waterlogging and root rot.

A thorough weekly watering is sufficient to keep the soil moist, allowing for some slight drying out between watering. Note that temperatures and humidity can affect how often you will need to water, so pay attention to the characteristics of your growing environment.

During hot or dry periods, the plant may need to be watered more often, while during cooler or more humid periods, it can last a full week between watering. If you are uncertain whether to water or not, simply stick your finger about 1 inch into the soil and if it feels dry to the touch, then it is time to water.

Once the plant is properly established, Ebony spleenwort does not require much care or attention, however, weekly watering is recommended to ensure optimal plant health and growth.","Ebony spleenwort typically thrives in USDA Hardiness Zones 3 through 8 and prefers full sun to part shade exposure. For optimal growth, it should receive 6 to 8 hours of direct sunlight per day when grown outdoors, with some afternoon shade in hotter parts of the growing range. Shade from morning to early afternoon helps protect the plants from the more intense midday heat and prevents wilt and foliage damage. Indoor plants may need more light, so it is important to provide supplemental artificial lighting when needed.","The ebony spleenwort (Asplenium platyneuron) is a low-maintenance, evergreen perennial fern that is usually grown in woodland gardens. Pruning is not strictly necessary for this species, however minor removal can be done in spring or fall to promote new growth and improve the overall look of the plant. 

In the spring, new fronds will emerge and can be trimmed using sharp scissors near the base of the frond. This will help to remove any dead or damaged foliage. Once the frond has fully emerged and matured, pruning should not be done as this could damage the fern. 

In the fall, during the dormancy period, the older fronds can be removed close to the plant’s base. The fronds will have gone yellow and brown and can be easily removed. Doing so will encourage new growth and keep the plant looking attractive. 

In general, pruning of the ebony spleenwort should be kept to a minimum as it can decrease the plant's vigor. However, this species is highly adaptable so some minor pruning will not harm the plant."
1040,Average,"At least once ""7-10"" days","[""Deep shade"", "" Filtered shade"", "" Full sun"", "" Part sun/part shade""]","[""Alkaline"", "" Well-drained""]",False,False,"[""May"", ""June"", ""July""]",,"[""Abiotic disorder"", "" Nematodes"", "" Scale insects"", "" Slugs"", ""snails"", ""  Pest resistant"", "" Disease resistant"", "" Drought resistant ""]",,Fall,Low,Low,Medium,"Hart's tongue ferns prefer medium to high humidity levels and should be watered when the top 1-2 inches of soil begins to dry out. They are sensitive to overwatering, so it is important to only water when needed. Water thoroughly until excess moisture begins to drain from the bottom of the pot. During the growing season, a hart's tongue fern should receive water once per week. During the winter months, water should be reduced to once every 2 weeks. It is best to avoid getting water on the fronds of the plant.","Hart's Tongue Ferns grows best in bright, indirect, filtered light. They can handle full shade to dappled shade, but prefer partial shade or morning sun. They should receive 4 to 6 hours of bright, indirect light every day. Because Hart's Tongue Ferns prefer bright light but not direct sun, they can be placed anywhere. They are happiest when kept on a partially shaded east or north-facing windowsill, porch, or patio. If direct sunlight is unavoidable, take caution to ensure that the fern’s leaves are shielded from the sun’s rays around midday and afternoon to prevent leaf burn.","Harts tongue ferns should be pruned in the late spring and early summer, after new growth has started to appear. Begin by removing any dead or dying fronds using a pair of sharp and sterile pruning shears. Be careful to avoid taking too much off of the plant; it is best to remove only a small amount at a time. Otherwise, the entire plant could be impaired.


Next, start thinning out the plant. This involves removing any fronds that look particularly out of place or any fronds that appear to be blocking the growth of others. Make sure to only remove a minimum amount of the frond in order to avoid harming the health of the plant.

Finally, trim the edges of the plant by cutting longer fronds to give the overall shape a more aesthetically pleasing look. Do this by cutting the frond just above the first or second set of leaflets. Make sure to never cut into the main stems of the plant.

By following these steps, harts tongue ferns will be properly pruned and remain healthy."
1041,Average,"At least once ""7-10"" days","[""Deep shade"", "" Filtered shade"", "" Full sun"", "" Part sun/part shade""]","[""Alkaline"", "" Well-drained""]",True,False,"[""February"", ""March"", ""April"", ""August""]",,"[""Abiotic disorder"", "" Nematodes"", "" Scale insects"", "" Slugs"", ""snails"", ""  Pest resistant"", "" Disease resistant"", "" Drought resistant ""]",,,Low,Low,Moderate,"Water your Hart's Tongue Fern twice a week, making sure to lightly mist the leaves. Do not over saturate the soil, because the plant's roots can rot from too much water. Once a month, water profusely in order to flush out excess salts and minerals. Add a quarter-teaspoon of Epsom salts to the water once a month to provide the plant with magnesium. Do not fertilize Hart's Tongue Fern, as the plant does not need it. In the winter, reduce watering to once a week, and only water if the soil is very dry.","The Hart’s Tongue Fern prefers full or partial shade and indirect sunlight, especially away from south and west-facing windows. In regions with warmer climates, dappled sunlight is more than adequate for the plant. With that said, it is necessary for the Hart’s Tongue Fern to get at least some direct sunlight as part of its daily regimen. A moderate amount of bright, indirect light is best. Aim to give the plant around 2-4 hours of direct sunlight per day.","The Hart's Tongue Fern should be pruned twice during the year. The first time should be in late winter or early spring, when the old fronds are removed to make way for the new fronds as they emerge. The second prune should be in late summer, when any diseased or dead fronds should be cut off. It is recommended that only the tips of the fronds should be removed, as over-pruning can damage the plant. Prune away up to 2-thirds of the total frond length."
1042,Average,"At least once ""3-4"" days","[""Deep shade"", "" Filtered shade"", "" Full sun"", "" Part sun/part shade""]","[""Alkaline"", "" Well-drained""]",False,False,"[""August"", ""September"", ""October"", ""March"", ""April"", ""May""]",,"[""Abiotic disorder"", "" Nematodes"", "" Scale insects"", "" Slugs"", ""snails"", ""  Pest resistant"", "" Disease resistant"", "" Drought resistant ""]",,Fall,Low,Low,Medium,"The Hart's tongue fern should be watered once a week, allowing the soil to dry out slightly between waterings. Water the plant from the base of the plant and be sure to avoid wetting the leaves. Water until the soil is saturated and allow it to drain any excess water. During the summer months, the plant may need to be watered more often if the soil is drying out quickly. During the winter months, reduce the watering frequency as the plant is dormant. Do not overwater, as this can cause the plant to rot.","Hart's Tongue Ferns thrive in bright, indirect sunlight that they receive throughout the day. They appreciate at least 4 hours of direct sunlight, but the best range is from 6am to 12pm, with some afternoon shade. They do not appreciate too much direct sunlight as this can scorch their fronds and cause them to dry out. In order to ensure that Hart's Tongue Ferns receive the right amount of sunlight, it is important to check the area they are located in for potential shading caused by structures or trees.","The Hart's Tongue Fern should be pruned annually in late summer or early autumn. This helps promote air circulation and stops the plant from becoming unruly or overcrowded. Pruning should involve cutting back any dead fronds and removing any foliage that has become overcrowded. Cutting back should be done carefully with a sharp pair of scissors to avoid damaging the plant. The new growth, which will appear in the spring, should be kept to no more than 3 fronds per crown, and anything else should be pruned away."
1043,Average,"At least once ""3-4"" days","[""Part shade"", ""full shade""]",[],True,False,"[""May"", ""February"", ""March"", ""April""]",,[],,,Low,Low,Medium,"Maidenhair Spleenwort (Asplenium trichomanes) should be watered 1 to 2 times a week in the spring and summer, and every 2 to 3 weeks in the fall and winter. Before giving your plant a drink, make sure to feel the top layer of soil. If it is dry, you should water the plant. Water thoroughly until it drains out of the bottom of the pot, and then discard any excess water. Allow the soil to become slightly dry again before you water again.","Maidenhair Spleenwort (Asplenium trichomanes) is a shade-loving fern species that does best in partial sun to partial shade conditions. It prefers a bright filtered light that will avoid direct midday sunlight. It thrives in a location that receives 4-6 hours of bright filtered sunlight a day, with light shade during the hottest part of the day. If it is grown indoor, it should be placed near a bright window that doesn't get direct afternoon sunlight. This plant is quite tolerant of lower light conditions, but will not reach its full potentials unless receiving enough bright light.","Maidenhair spleenwort (Asplenium trichomanes) rarely requires pruning. A light trim may be necessary if the plant becomes too large or unruly. Pruning should occur in late winter or early spring, after the coldest part of the year has passed. Make sure to only prune off dead foliage and remove any damaged stems, as this plant is slow growing and you don't want to over prune."
1044,Average,"At least once ""7-10"" days","[""Full sun""]",[],False,False,"[""February"", ""February"", ""March""]",,[],,,Low,Low,Medium,"Italian aster requires 1 inch of water per week. It is best to water during the morning because the plant foliage dries quickly and the soil won’t become soggy during the night. During the hot summer months, Italian aster may need more frequent watering. Monitor the soil moisture frequently and water as needed. These perennials also prefer soil that is slightly moist but well drained.","Italian Aster (Aster Amellus 'Veilchenkönigin' VIOLET QUEEN) will need plenty of sunlight for optimal growth and flowering. When grown outdoors in full sun, it should receive at least 6 hours of direct sunlight and plenty of indirect light each day. When grown indoors, place the plant near a south- or west-facing window to get as much light as possible. It will tolerate some shade, but keep direct light in mind.","Italian aster (Aster amellus 'Veilchenkönigin' VIOLET QUEEN) should be pruned once a year in late winter, in February or March. Begin by removing any dead or damaged leaves, stems, or flowers. Then prune away any straggly stems, cutting just above the swelling of a bud or set of leaves. After that, reduce the stems by 1-third to 1-half, being sure to make clean cuts. Finally, cut the entire plant back by between 1-third and 1-half. This will help prevent the plant from becoming overcrowded and give it a neat, tidy appearance."
